consumer_id,observation_start,observation_end,primary_platform,region,device_type,source_count,ecommerce_events,marketing_events,search_platform_events,social_events,session_count,active_days,total_interactions,searches,unique_search_terms,product_views,product_clicks,add_to_cart,wishlist_adds,purchases,total_spend,average_order_value,product_diversity,category_diversity,recency_days,repeat_purchase_rate,engagement_events,content_views,content_likes,content_saves,content_shares,ad_impressions,ad_clicks,ad_ctr,email_opens,email_clicks,campaign_engagements,campaign_conversions,campaign_conversion_rate,search_frequency_per_day,engagement_frequency_per_day,repeat_search_rate,commercial_intent_score,cross_category_interactions,social_engagements,text_topic_events,interest_term_count,visual_events,visual_object_detections,fitness_score,wellness_score,technology_score,fashion_score,travel_score,learning_score,entertainment_score,food_score,home_score,finance_score,dominant_behavioral_domain,identity_orientation_ground_truth,identity_strength_ground_truth,emerging_identity_ground_truth,identity_change_score_ground_truth,future_need_category_ground_truth,future_purchase_probability_ground_truth,future_purchase_30d_ground_truth,future_purchase_value_ground_truth
C05292,2026-05-01,2026-06-29,Search,East,Desktop,3,68,27,45,24,26,18,164,30,18,71,39,14,3,5,1372.83,274.57,12,5,33,0.84,48,34,9,5,2,57,3,0.0526,1,0,12,1,0.0833,1.67,2.67,0.64,0.917,15,4,2,6,0,0,16.47,10.86,63.77,12.29,17.61,41.33,22.25,29.01,27.16,91.9,Finance,Finance-Aware Planner,84.4,Finance-Aware Planner,4.0,Finance & Planning,0.3633,0,0.0
C05293,2026-05-01,2026-06-29,E-commerce,South,Mobile,4,842,367,0,369,97,41,1439,257,159,542,232,73,8,23,10682.6,464.46,16,6,21,0.962,362,275,62,28,12,17,1,0.0588,2,1,64,5,0.0781,6.27,8.83,0.943,0.725,9,4,2,4,6,16,36.55,32.53,23.35,36.58,71.17,33.75,36.34,31.95,55.09,24.05,Travel,Travel & Adventure Explorer,75.5,Home & Lifestyle Optimizer,46.6,Home & Lifestyle,0.3749,0,0.0
C05294,2026-05-01,2026-06-29,E-commerce,East,Mobile,2,12,7,1,5,13,4,25,5,3,10,5,2,0,1,128.12,128.12,6,4,3,0.0,5,7,1,0,0,12,1,0.0833,1,0,2,0,0.0,1.25,1.25,0.0,0.706,8,2,1,5,1,3,25.72,21.91,36.09,21.5,73.69,30.9,78.65,27.76,30.06,35.55,Entertainment,Entertainment & Social Experience Seeker,63.9,Travel & Adventure Explorer,37.2,Travel & Experiences,0.3411,1,226.36
C05295,2026-05-01,2026-06-29,E-commerce,West,Mobile,3,6,3,3,4,8,2,16,5,3,3,1,0,0,0,0.0,0.0,3,4,2,0.0,2,0,0,0,0,6,0,0.0,3,1,1,0,0.0,2.5,1.0,0.451,0.326,8,4,2,5,2,5,41.86,50.49,52.53,48.06,46.02,48.54,33.88,39.11,44.97,38.5,Technology,Balanced Multi-Interest Consumer,62.3,Balanced Multi-Interest Consumer,0.6,Lifestyle & Personal Development,0.4189,0,0.0
C05296,2026-05-01,2026-06-29,Search,South,Desktop,4,54,11,21,17,14,2,103,21,12,41,20,7,0,2,330.27,165.14,8,3,2,0.461,33,31,8,5,2,34,2,0.0588,6,2,12,1,0.0833,10.5,16.5,0.637,0.743,5,5,3,6,0,0,9.28,15.34,19.31,38.87,50.97,23.45,82.02,33.28,12.99,16.68,Entertainment,Entertainment & Social Experience Seeker,80.9,Entertainment & Social Experience Seeker,0.5,Entertainment & Experiences,0.4011,1,204.69
C05297,2026-05-01,2026-06-29,E-commerce,East,Mobile,3,87,24,75,27,23,13,213,38,22,95,52,22,4,8,1447.72,180.96,12,4,11,0.875,60,44,12,5,2,68,3,0.0441,2,1,16,1,0.0625,2.92,4.62,0.673,0.987,15,6,4,6,1,3,100.0,85.34,33.72,34.14,15.34,31.13,14.49,93.8,23.11,19.56,Fitness,Health-Conscious Lifestyle Adopter,78.3,Health-Conscious Lifestyle Adopter,4.1,Fitness & Wellness,0.7402,1,341.93
C05298,2026-05-01,2026-06-29,E-commerce,West,Mobile,4,4,2,4,1,5,2,11,1,1,6,3,1,0,0,0.0,0.0,9,4,16,0.0,3,4,0,1,0,14,1,0.0714,2,1,2,0,0.0,0.5,1.5,0.0,0.989,15,1,1,5,0,0,52.57,71.33,41.48,20.0,29.83,35.83,17.95,91.39,45.36,17.6,Food,Food & Wellness Explorer,73.2,Food & Wellness Explorer,3.2,Food & Nutrition,0.3869,0,0.0
C05299,2026-05-01,2026-06-29,Search,West,Mobile,4,46,10,20,14,15,5,90,18,11,31,16,5,1,1,177.42,177.42,10,5,17,0.0,27,21,8,3,1,31,1,0.0323,3,1,10,1,0.1,3.6,5.4,0.421,0.7,10,5,3,5,3,8,26.19,33.34,80.38,22.8,22.21,48.13,33.79,16.47,21.8,45.76,Technology,Technology-Oriented Adopter,78.1,Technology-Oriented Adopter,4.1,Technology & Digital Tools,0.3852,1,242.37
C05300,2026-05-01,2026-06-29,Social,North,Mobile,4,97,21,35,51,30,8,204,39,23,88,43,17,4,6,930.05,155.01,9,4,16,0.835,56,38,10,5,2,72,4,0.0556,6,2,16,1,0.0625,4.88,7.0,0.701,0.772,3,4,2,6,1,3,24.79,33.23,55.76,24.82,15.08,44.52,19.64,15.68,31.07,97.65,Finance,Finance-Aware Planner,82.6,Finance-Aware Planner,1.3,Finance & Planning,0.3993,0,0.0
C05301,2026-05-01,2026-06-29,E-commerce,North,Mobile,2,385,141,153,258,80,37,937,188,109,397,244,87,14,29,3933.38,135.63,15,4,5,0.933,266,191,48,23,11,149,7,0.047,7,2,57,5,0.0877,5.08,7.19,0.911,0.823,6,9,5,4,4,12,78.9,85.19,42.03,23.43,27.36,17.51,22.48,86.82,9.82,13.23,Food,Health-Conscious Lifestyle Adopter,77.9,Food & Wellness Explorer,23.7,Food & Nutrition,0.3701,0,0.0
C05302,2026-05-01,2026-06-29,Social,North,Mobile,3,3,2,1,1,2,2,7,0,0,0,0,0,0,0,0.0,0.0,6,6,4,0.0,1,0,0,0,0,20,1,0.05,2,0,1,0,0.0,0.0,0.5,0.0,0.284,14,2,1,3,0,0,41.47,45.6,44.85,31.13,35.07,34.61,38.61,40.62,40.63,37.09,Wellness,Balanced Multi-Interest Consumer,70.4,Balanced Multi-Interest Consumer,1.2,Lifestyle & Personal Development,0.4171,1,264.62
C05303,2026-05-01,2026-06-29,E-commerce,West,Mobile,4,188,121,23,137,77,37,469,91,51,203,120,33,2,12,3965.16,330.43,10,3,8,0.937,126,92,23,11,5,50,3,0.06,3,1,27,2,0.0741,2.46,3.41,0.856,0.879,9,4,2,5,3,9,17.1,20.72,85.36,10.87,21.5,40.43,20.55,19.77,17.79,60.73,Technology,Technology-Oriented Adopter,69.6,Finance-Aware Planner,26.7,Finance & Planning,0.4331,0,0.0
C05304,2026-05-01,2026-06-29,Search,North,Mobile,2,244,89,92,51,47,21,476,88,46,186,82,26,7,8,1416.36,177.04,10,1,2,0.885,121,82,21,8,4,57,3,0.0526,5,1,25,2,0.08,4.19,5.76,0.872,0.637,0,5,3,4,0,0,15.25,31.48,29.26,77.28,29.95,4.93,58.22,15.05,31.24,19.74,Fashion,Fashion & Lifestyle Explorer,73.4,Entertainment & Social Experience Seeker,34.0,Entertainment & Experiences,0.3347,0,0.0
C05305,2026-05-01,2026-06-29,E-commerce,South,Mobile,3,277,62,36,67,52,25,442,88,51,172,87,32,5,11,2279.71,207.25,13,4,11,0.927,116,85,20,8,4,168,9,0.0536,16,5,34,3,0.0882,3.52,4.64,0.91,0.748,11,21,11,7,3,8,21.96,24.84,50.38,13.83,16.59,76.98,17.15,26.33,29.34,65.03,Learning,Learning-Oriented Explorer,78.3,Finance-Aware Planner,38.9,Finance & Planning,0.3973,0,0.0
C05306,2026-05-01,2026-06-29,E-commerce,North,Desktop,3,13,5,10,7,17,11,35,6,3,18,8,2,1,1,147.45,147.45,11,4,7,0.0,8,8,1,2,0,7,0,0.0,3,1,2,0,0.0,0.55,0.73,0.0,0.778,13,3,2,5,1,3,17.54,25.15,63.64,27.9,11.24,18.06,8.1,28.11,39.82,75.77,Finance,Finance-Aware Planner,72.7,Home & Lifestyle Optimizer,47.0,Home & Lifestyle,0.3554,0,0.0
C05307,2026-05-01,2026-06-29,E-commerce,East,Mobile,2,7,3,0,3,6,7,11,3,2,2,1,0,0,1,248.59,248.59,4,5,13,0.0,4,11,2,0,0,40,1,0.025,2,1,4,0,0.0,0.43,0.57,0.0,0.327,7,3,1,5,0,0,32.53,20.53,22.81,35.83,64.89,36.5,30.98,29.69,50.02,34.82,Travel,Travel & Adventure Explorer,75.7,Home & Lifestyle Optimizer,51.5,Home & Lifestyle,0.4417,0,0.0
C05308,2026-05-01,2026-06-29,E-commerce,East,Mobile,4,18,5,12,9,15,13,44,8,5,17,9,4,1,1,174.03,174.03,7,4,2,0.0,23,13,2,3,2,34,2,0.0588,2,1,5,0,0.0,0.62,1.77,0.122,0.777,6,3,2,6,1,3,25.35,9.66,32.54,44.88,56.17,25.16,97.07,26.35,30.37,11.1,Entertainment,Entertainment & Social Experience Seeker,74.9,Entertainment & Social Experience Seeker,0.2,Entertainment & Experiences,0.3373,0,0.0
C05309,2026-05-01,2026-06-29,E-commerce,North,Desktop,3,10,5,0,4,11,4,19,1,1,14,8,3,0,1,216.73,216.73,9,6,14,0.0,7,0,0,0,0,37,2,0.0541,1,0,2,0,0.0,0.25,1.75,0.0,1.0,7,3,2,6,1,3,82.57,90.73,29.41,20.1,22.03,15.2,24.34,76.98,29.35,22.5,Wellness,Health-Conscious Lifestyle Adopter,76.6,Food & Wellness Explorer,22.3,Food & Nutrition,0.3417,0,0.0
C05310,2026-05-01,2026-06-29,Social,East,Mobile,3,266,221,152,118,62,19,757,132,77,282,143,48,5,13,2147.68,165.21,12,4,14,0.901,188,144,32,14,7,39,2,0.0513,2,1,35,2,0.0571,6.95,9.89,0.917,0.791,3,5,3,4,2,5,21.49,28.37,34.16,69.17,47.13,20.64,35.87,30.08,28.26,17.64,Fashion,Fashion & Lifestyle Explorer,73.1,Travel & Adventure Explorer,42.6,Travel & Experiences,0.5461,1,376.07
C05311,2026-05-01,2026-06-29,Email,West,Mobile,2,465,159,7,146,85,36,777,124,69,277,109,34,10,11,1518.95,138.09,15,3,7,0.929,164,161,31,14,7,28,1,0.0357,0,0,32,2,0.0625,3.44,4.56,0.863,0.668,9,9,4,4,4,9,50.32,51.81,41.38,43.33,32.97,52.17,42.2,37.2,35.84,34.2,Learning,Balanced Multi-Interest Consumer,65.6,Balanced Multi-Interest Consumer,0.2,Lifestyle & Personal Development,0.4335,0,0.0
C05312,2026-05-01,2026-06-29,E-commerce,East,Mobile,3,30,13,10,20,19,8,73,12,7,34,15,5,0,2,372.26,186.13,6,3,3,0.5,17,15,3,2,1,47,1,0.0213,1,0,4,0,0.0,1.5,2.12,0.487,0.774,4,6,3,5,1,3,64.27,56.48,39.45,37.08,32.79,43.28,38.2,39.11,36.31,39.32,Fitness,Balanced Multi-Interest Consumer,67.6,Health-Conscious Lifestyle Adopter,43.8,Fitness & Wellness,0.5923,1,308.42
C05313,2026-05-01,2026-06-29,Search,North,Tablet,3,100,78,33,50,40,18,261,49,28,109,49,18,5,6,685.92,114.32,11,4,11,0.821,63,48,10,4,2,43,2,0.0465,5,2,14,1,0.0714,2.72,3.5,0.794,0.732,12,5,3,4,1,3,15.03,34.88,50.45,34.45,24.26,77.95,42.05,28.3,34.38,37.48,Learning,Learning-Oriented Explorer,76.2,Balanced Multi-Interest Consumer,26.1,Lifestyle & Personal Development,0.4582,1,240.47
C05314,2026-05-01,2026-06-29,Social,West,Mobile,3,149,100,50,83,46,15,382,78,45,160,87,36,4,13,3008.66,231.44,11,4,7,0.89,114,71,20,9,5,39,2,0.0513,7,2,24,2,0.0833,5.2,7.6,0.814,0.814,12,13,8,8,2,6,36.66,30.38,28.64,32.47,98.8,25.41,33.05,29.01,27.21,26.91,Travel,Travel & Adventure Explorer,74.7,Travel & Adventure Explorer,2.1,Travel & Experiences,0.4358,0,0.0
C05315,2026-05-01,2026-06-29,Social,South,Desktop,4,11,7,3,3,18,10,24,1,1,4,2,1,0,0,0.0,0.0,4,4,9,0.0,5,7,0,1,1,5,0,0.0,1,0,0,0,0.0,0.1,0.5,0.0,0.735,11,2,1,6,1,3,13.34,15.33,28.91,72.25,35.08,18.9,62.37,27.7,34.01,12.54,Fashion,Fashion & Lifestyle Explorer,77.5,Entertainment & Social Experience Seeker,39.8,Entertainment & Experiences,0.3779,0,0.0
C05316,2026-05-01,2026-06-29,Search,Central,Mobile,4,114,67,0,58,42,13,223,43,26,92,46,16,4,6,580.55,96.76,14,5,1,0.844,65,43,13,3,2,56,2,0.0357,2,1,16,1,0.0625,3.31,5.0,0.651,0.769,10,2,1,5,0,0,27.98,43.83,37.87,40.06,10.27,40.48,19.06,43.86,82.09,47.62,Home,Home & Lifestyle Optimizer,79.0,Finance-Aware Planner,47.3,Finance & Planning,0.6281,1,235.1
C05317,2026-05-01,2026-06-29,E-commerce,West,Mobile,4,60,27,0,26,18,13,94,22,12,39,20,7,1,2,292.12,146.06,8,3,8,0.567,26,17,6,2,1,49,3,0.0612,2,1,10,1,0.1,1.69,2.0,0.633,0.755,5,7,4,6,4,13,19.4,41.96,19.65,44.71,13.97,19.87,7.1,47.1,100.0,33.75,Home,Home & Lifestyle Optimizer,74.1,Home & Lifestyle Optimizer,0.0,Home & Lifestyle,0.4384,0,0.0
C05318,2026-05-01,2026-06-29,Email,West,Mobile,2,392,131,0,122,74,36,644,119,67,237,116,45,5,17,2544.69,149.69,12,3,4,0.927,160,121,28,13,6,19,1,0.0526,3,1,30,2,0.0667,3.31,4.44,0.943,0.71,5,5,3,5,3,8,19.75,34.35,73.22,26.48,19.2,66.57,31.62,14.95,18.77,46.65,Technology,Technology-Oriented Adopter,72.0,Learning-Oriented Explorer,32.5,Learning & Education,0.574,0,0.0
C05319,2026-05-01,2026-06-29,E-commerce,East,Mobile,4,7,3,0,2,8,10,12,5,3,0,0,0,0,0,0.0,0.0,2,3,3,0.0,9,7,2,0,1,5,0,0.0,0,0,2,0,0.0,0.5,0.9,0.578,0.248,3,2,1,6,0,0,38.23,23.9,25.37,55.67,38.75,23.37,100.0,24.24,22.27,15.38,Entertainment,Entertainment & Social Experience Seeker,81.1,Entertainment & Social Experience Seeker,0.0,Entertainment & Experiences,0.3251,0,0.0
C05320,2026-05-01,2026-06-29,E-commerce,Central,Desktop,4,60,27,34,21,19,7,142,29,17,57,28,10,3,3,432.68,144.23,9,4,8,0.663,38,27,8,4,0,28,1,0.0357,3,1,10,1,0.1,4.14,5.43,0.662,0.766,14,5,3,5,2,6,21.43,33.31,33.4,15.76,14.24,86.85,19.39,10.85,26.15,40.61,Learning,Learning-Oriented Explorer,74.1,Learning-Oriented Explorer,3.7,Learning & Education,0.4796,1,227.45
C05321,2026-05-01,2026-06-29,E-commerce,East,Mobile,4,8,5,3,5,6,2,21,4,2,6,3,1,0,0,0.0,0.0,8,4,1,0.0,11,0,0,1,0,21,1,0.0476,2,1,2,0,0.0,2.0,5.5,0.0,0.498,4,4,2,5,0,0,35.29,28.95,20.67,21.21,90.18,29.32,37.45,25.15,26.73,22.06,Travel,Travel & Adventure Explorer,80.8,Travel & Adventure Explorer,1.3,Travel & Experiences,0.2993,1,315.54
C05322,2026-05-01,2026-06-29,Social,East,Mobile,3,335,181,280,131,78,34,927,161,93,350,173,54,4,18,3231.74,179.54,14,4,22,0.912,228,172,40,18,7,15,1,0.0667,10,3,44,3,0.0682,4.74,6.71,0.951,0.662,11,10,5,5,0,0,21.74,29.43,70.81,23.04,19.68,58.02,12.2,23.64,24.47,76.65,Finance,Finance-Aware Planner,71.2,Technology-Oriented Adopter,31.0,Technology & Digital Tools,0.3361,1,288.71
C05323,2026-05-01,2026-06-29,Search,South,Mobile,3,38,11,24,15,11,8,88,14,8,33,19,8,2,3,515.03,171.68,9,4,13,0.665,26,18,6,1,2,6,0,0.0,2,1,7,1,0.1429,1.75,3.25,0.322,0.904,10,4,2,6,0,0,57.24,81.65,38.53,21.93,20.39,23.21,22.55,90.86,32.75,19.65,Food,Food & Wellness Explorer,84.4,Food & Wellness Explorer,0.9,Food & Nutrition,0.4147,1,264.99
C05324,2026-05-01,2026-06-29,Social,West,Mobile,3,64,35,1,42,22,2,142,31,18,63,30,10,2,4,730.06,182.52,8,4,4,0.738,35,19,7,2,2,55,2,0.0364,4,1,10,1,0.1,15.5,17.5,0.731,0.769,10,3,2,5,1,3,27.58,20.32,30.67,19.65,95.04,32.59,37.12,18.61,21.21,20.93,Travel,Travel & Adventure Explorer,74.8,Travel & Adventure Explorer,5.7,Travel & Experiences,0.3441,1,189.62
C05325,2026-05-01,2026-06-29,Social,West,Mobile,2,173,43,26,33,49,15,275,49,28,91,30,8,2,2,430.64,215.32,7,4,13,0.511,55,52,13,5,2,19,1,0.0526,6,2,16,1,0.0625,3.27,3.67,0.86,0.64,12,7,3,3,0,0,41.26,25.49,38.55,35.0,28.19,32.56,32.94,33.2,57.34,45.17,Home,Balanced Multi-Interest Consumer,73.0,Home & Lifestyle Optimizer,30.9,Home & Lifestyle,0.3779,0,0.0
C05326,2026-05-01,2026-06-29,E-commerce,East,Desktop,3,34,9,9,10,17,14,62,10,6,10,6,2,0,1,222.69,222.69,6,3,2,0.0,14,17,5,2,2,6,0,0.0,3,1,6,1,0.1667,0.71,1.0,0.342,0.552,2,2,1,5,2,6,37.41,18.29,29.85,17.54,88.34,35.19,26.14,24.52,19.25,23.59,Travel,Travel & Adventure Explorer,78.2,Travel & Adventure Explorer,1.5,Travel & Experiences,0.3174,1,257.88
C05327,2026-05-01,2026-06-29,E-commerce,East,Desktop,4,500,200,0,157,58,32,855,182,106,367,197,68,10,26,7463.28,287.05,14,4,42,0.879,264,170,52,21,9,108,6,0.0556,4,1,59,5,0.0847,5.69,8.25,0.878,0.815,13,6,4,7,0,0,32.79,46.26,36.65,39.03,25.29,25.22,16.22,47.64,95.35,33.62,Home,Home & Lifestyle Optimizer,74.9,Home & Lifestyle Optimizer,0.0,Home & Lifestyle,0.3781,0,0.0
C05328,2026-05-01,2026-06-29,Search,West,Mobile,4,228,126,6,75,55,26,435,88,48,175,99,38,6,14,1918.99,137.07,11,2,8,0.93,128,91,24,10,5,35,2,0.0571,6,2,28,2,0.0714,3.38,4.92,0.881,0.763,3,8,5,6,0,0,28.8,24.7,44.65,21.64,9.58,97.55,19.14,31.85,30.94,30.49,Learning,Learning-Oriented Explorer,81.7,Learning-Oriented Explorer,0.5,Learning & Education,0.4561,0,0.0
C05329,2026-05-01,2026-06-29,E-commerce,West,Desktop,2,8,2,0,4,7,3,13,1,1,3,2,1,0,0,0.0,0.0,7,3,5,0.0,0,3,1,3,0,31,2,0.0645,4,1,4,0,0.0,0.33,0.0,0.0,0.752,7,2,1,7,1,3,17.56,18.32,100.0,23.21,35.42,47.66,23.89,18.08,26.33,38.68,Technology,Technology-Oriented Adopter,73.7,Technology-Oriented Adopter,0.0,Technology & Digital Tools,0.3449,0,0.0
C05330,2026-05-01,2026-06-29,E-commerce,West,Mobile,4,283,160,59,79,60,20,581,123,74,251,141,48,14,16,4954.82,309.68,7,5,8,0.966,174,111,34,16,7,12,1,0.0833,4,1,36,3,0.0833,6.15,8.7,0.993,0.878,20,5,3,6,2,6,28.11,19.05,42.43,100.0,32.28,15.08,37.47,19.4,29.95,10.82,Fashion,Fashion & Lifestyle Explorer,85.1,Fashion & Lifestyle Explorer,0.0,Fashion & Lifestyle,0.4482,1,491.99
C05331,2026-05-01,2026-06-29,E-commerce,South,Mobile,3,89,48,2,40,19,11,179,36,21,76,33,13,1,5,666.6,133.32,12,4,4,0.799,53,31,9,3,2,66,4,0.0606,7,2,15,1,0.0667,3.27,4.82,0.653,0.705,11,16,10,5,0,0,22.52,32.35,24.82,46.88,13.65,30.4,8.27,58.27,93.02,26.3,Home,Home & Lifestyle Optimizer,79.1,Home & Lifestyle Optimizer,0.0,Home & Lifestyle,0.3754,0,0.0
C05332,2026-05-01,2026-06-29,Social,South,Tablet,2,19,7,8,5,9,2,39,4,2,15,8,3,0,1,157.69,157.69,5,4,5,0.0,12,10,3,0,0,26,1,0.0385,1,0,4,0,0.0,2.0,6.0,0.0,1.0,4,2,1,6,1,3,21.82,33.51,56.76,17.07,28.68,34.44,15.25,26.6,15.58,100.0,Finance,Finance-Aware Planner,85.6,Finance-Aware Planner,0.0,Finance & Planning,0.4075,0,0.0
C05333,2026-05-01,2026-06-29,Social,South,Tablet,4,11,2,3,5,9,15,21,3,2,4,2,1,0,0,0.0,0.0,4,4,22,0.0,5,12,2,2,1,32,1,0.0312,2,1,4,0,0.0,0.2,0.33,0.0,0.475,4,1,1,5,1,3,34.56,47.57,26.38,24.54,91.19,48.76,33.78,17.91,22.46,20.25,Travel,Travel & Adventure Explorer,80.3,Travel & Adventure Explorer,0.0,Travel & Experiences,0.3043,0,0.0
C05334,2026-05-01,2026-06-29,Search,West,Desktop,3,16,6,7,13,16,14,42,7,4,18,8,3,0,1,355.61,355.61,8,4,3,0.0,10,10,3,2,0,9,0,0.0,1,0,3,0,0.0,0.5,0.71,0.0,0.684,13,3,2,4,0,0,21.43,20.17,59.15,11.56,14.58,34.88,11.19,19.8,26.57,88.96,Finance,Finance-Aware Planner,76.3,Finance-Aware Planner,0.0,Finance & Planning,0.4011,1,555.77
C05335,2026-05-01,2026-06-29,Social,West,Mobile,2,86,28,14,34,14,2,162,25,14,68,32,11,2,3,538.76,179.59,7,3,1,0.601,47,28,5,2,2,26,1,0.0385,1,0,6,0,0.0,12.5,23.5,0.636,0.875,6,7,4,5,0,0,55.83,75.46,30.31,25.36,38.15,25.76,22.32,71.72,30.15,31.84,Wellness,Food & Wellness Explorer,73.7,Travel & Adventure Explorer,50.9,Travel & Experiences,0.4089,0,0.0
C05336,2026-05-01,2026-06-29,Social,South,Mobile,3,375,148,178,272,103,45,973,205,119,422,248,94,13,31,11971.01,386.16,16,4,0,0.997,284,206,57,25,12,35,2,0.0571,17,6,65,6,0.0923,4.56,6.31,0.869,0.833,12,10,6,4,5,16,93.35,99.97,37.37,17.14,15.86,20.86,16.98,78.8,41.64,27.64,Wellness,Health-Conscious Lifestyle Adopter,80.0,Health-Conscious Lifestyle Adopter,4.0,Fitness & Wellness,0.715,0,0.0
C05337,2026-05-01,2026-06-29,E-commerce,West,Desktop,4,53,23,33,22,22,6,131,29,17,61,38,16,3,5,1993.04,398.61,11,4,2,0.745,39,28,6,4,2,25,2,0.08,2,1,9,1,0.1111,4.83,6.5,0.689,0.832,6,5,3,5,0,0,26.4,14.08,11.66,40.85,48.63,19.18,100.0,31.31,26.65,26.88,Entertainment,Entertainment & Social Experience Seeker,82.0,Entertainment & Social Experience Seeker,0.0,Entertainment & Experiences,0.386,1,510.82
C05338,2026-05-01,2026-06-29,Social,East,Mobile,3,79,30,1,46,31,14,156,27,16,61,24,7,1,2,400.81,200.4,7,4,12,0.583,41,37,5,2,2,100,4,0.04,8,2,11,1,0.0909,1.93,2.93,0.717,0.675,7,9,5,4,3,8,33.89,49.94,42.06,43.51,19.71,14.24,17.13,49.54,73.11,40.96,Home,Home & Lifestyle Optimizer,75.4,Health-Conscious Lifestyle Adopter,49.9,Fitness & Wellness,0.4429,0,0.0
C05339,2026-05-01,2026-06-29,E-commerce,East,Mobile,4,235,104,2,135,62,31,476,92,53,194,95,36,5,13,2181.56,167.81,12,4,2,0.922,125,95,26,10,6,99,6,0.0606,5,2,34,3,0.0882,2.97,4.03,0.805,0.762,7,11,6,6,0,0,34.05,16.14,26.31,29.78,93.34,47.23,33.7,39.28,16.02,19.64,Travel,Travel & Adventure Explorer,85.5,Travel & Adventure Explorer,0.0,Travel & Experiences,0.3443,0,0.0
C05340,2026-05-01,2026-06-29,Social,South,Mobile,4,14,6,6,6,7,4,32,7,4,21,13,5,1,2,249.96,124.98,8,3,5,0.547,9,9,4,1,0,33,2,0.0606,2,1,7,1,0.1429,1.75,2.25,0.0,1.0,8,5,3,4,1,3,31.19,12.95,33.55,100.0,33.57,12.61,37.75,33.35,22.45,12.43,Fashion,Fashion & Lifestyle Explorer,78.0,Fashion & Lifestyle Explorer,6.6,Fashion & Lifestyle,0.4378,0,0.0
C05341,2026-05-01,2026-06-29,E-commerce,Central,Mobile,4,22,12,0,5,12,5,39,5,3,9,4,2,0,1,173.89,173.89,10,4,7,0.0,6,3,1,0,1,37,2,0.0541,4,1,4,0,0.0,1.0,1.2,0.0,0.621,14,2,1,5,2,6,34.63,30.31,22.75,24.73,84.35,37.51,36.72,20.03,18.19,23.87,Travel,Travel & Adventure Explorer,75.7,Travel & Adventure Explorer,5.1,Travel & Experiences,0.3996,0,0.0
C05342,2026-05-01,2026-06-29,Social,North,Mobile,3,22,7,8,4,13,9,41,8,5,15,7,3,0,1,235.54,235.54,9,5,0,0.0,15,11,2,1,1,12,1,0.0833,2,1,4,0,0.0,0.89,1.67,0.0,0.672,16,5,3,4,1,3,45.46,68.39,32.16,27.8,25.97,20.24,27.31,72.05,70.93,28.16,Food,Food & Wellness Explorer,74.6,Home & Lifestyle Optimizer,41.5,Home & Lifestyle,0.3278,1,352.7
C05343,2026-05-01,2026-06-29,Email,South,Mobile,4,6,3,2,5,4,6,16,0,0,9,5,2,1,1,180.03,180.03,8,5,2,0.0,10,0,2,0,0,6,0,0.0,2,1,3,0,0.0,0.0,1.67,0.0,1.0,10,8,5,5,1,3,26.53,29.6,36.57,43.6,27.81,21.49,6.67,53.83,99.81,26.81,Home,Home & Lifestyle Optimizer,80.1,Home & Lifestyle Optimizer,2.5,Home & Lifestyle,0.4274,0,0.0
C05344,2026-05-01,2026-06-29,E-commerce,West,Mobile,2,86,45,0,41,29,7,150,24,14,55,24,8,1,2,307.15,153.57,7,5,22,0.52,35,31,7,3,1,29,1,0.0345,2,1,9,1,0.1111,3.43,5.0,0.76,0.77,16,4,2,2,1,2,34.14,29.53,36.98,60.26,43.51,25.01,31.85,18.32,26.82,19.5,Fashion,Fashion & Lifestyle Explorer,72.7,Travel & Adventure Explorer,42.4,Travel & Experiences,0.5253,0,0.0
C05345,2026-05-01,2026-06-29,Social,West,Desktop,3,5,3,2,3,3,2,13,10,6,12,6,2,0,1,230.52,230.52,8,4,5,0.0,2,8,1,1,1,17,1,0.0588,3,1,3,0,0.0,5.0,1.0,0.223,0.476,4,6,3,5,1,3,16.54,21.75,48.43,16.46,13.05,94.18,24.79,14.38,31.66,31.94,Learning,Learning-Oriented Explorer,74.9,Learning-Oriented Explorer,0.0,Learning & Education,0.4846,1,380.4
C05346,2026-05-01,2026-06-29,Search,North,Desktop,3,116,38,12,28,28,12,194,39,22,79,42,16,5,6,951.16,158.53,9,3,17,0.809,47,40,12,4,2,14,1,0.0714,0,0,13,1,0.0769,3.25,3.92,0.787,0.739,9,7,4,6,1,3,38.09,46.99,32.12,17.63,90.06,34.87,34.24,22.06,15.88,29.01,Travel,Travel & Adventure Explorer,81.2,Travel & Adventure Explorer,0.0,Travel & Experiences,0.3205,0,0.0
C05347,2026-05-01,2026-06-29,E-commerce,South,Mobile,3,60,18,29,26,23,10,133,23,13,49,30,12,3,5,1222.22,244.44,6,3,2,0.726,40,29,5,3,1,24,2,0.0833,5,2,9,1,0.1111,2.3,4.0,0.732,0.924,5,4,2,6,0,0,22.5,18.34,39.39,100.0,15.44,23.76,32.29,19.33,26.05,13.77,Fashion,Fashion & Lifestyle Explorer,86.2,Fashion & Lifestyle Explorer,0.0,Fashion & Lifestyle,0.3999,0,0.0
